scenario,reference,baseline,metric,n_paired_workloads,sigma_d_paired,observed_diff_ref_minus_base,mde_abs,mde_rel_to_baseline,alpha,power,wilcoxon_p,is_null_at_alpha,observed_below_mde
frequent_break,mappo,full_heuristic,drop_rate,50,0.04298535298499681,-0.09897135416666668,0.01703096798422081,0.051887430228029115,0.05,0.8,8.023852197739538e-10,False,False
frequent_break,mappo,full_heuristic,throughput_packets_per_slot,50,0.4228226286992408,1.1984166666666665,0.16752400881514798,0.11349865095877233,0.05,0.8,7.555220876380673e-10,False,False
frequent_break,mappo,full_heuristic,average_delay_slots,50,1.0581195847281328,-0.33077470603721765,0.41923119201258285,0.052266719163111916,0.05,0.8,0.055465717070337206,True,True
frequent_break,mappo,full_heuristic,p95_delay_slots,50,3.0959578573050988,-1.0796249999999992,1.2266308285676606,0.07161971323452214,0.05,0.8,0.019235582010228156,False,True
frequent_break,mappo,full_heuristic,mean_queue_packets,50,0.1998108792144803,-0.3945659722222221,0.0791658658238439,0.03464420851962438,0.05,0.8,1.7763568394002505e-15,False,False
frequent_break,mappo,full_heuristic,routing_switches,50,21.141040583158993,-58.47,8.376164444911337,0.07783092775424026,0.05,0.8,7.555220876380673e-10,False,False
frequent_break,mappo,global_dijkstra,delivery_ratio,50,0.022981050035308623,0.0033984375,0.00910518351522493,0.021967771235526345,0.05,0.8,0.33436654206120575,True,True
frequent_break,mappo,global_dijkstra,drop_rate,50,0.023048852886755216,0.015507812500000002,0.009132047274902065,0.04272302818667633,0.05,0.8,8.345606734184668e-05,False,False
frequent_break,mappo,global_dijkstra,throughput_packets_per_slot,50,0.14707872022597507,0.021749999999999922,0.0582731744974395,0.021967771235526328,0.05,0.8,0.36009448385431164,True,True
frequent_break,mappo,global_dijkstra,average_delay_slots,50,0.6462243271621684,0.010955653636257789,0.2560366511440511,0.033341289826860944,0.05,0.8,0.7018365959451138,True,True
frequent_break,mappo,global_dijkstra,p95_delay_slots,50,1.9265272110783973,-0.8156250000000016,0.7632977508422065,0.04526464750294768,0.05,0.8,0.002799360749817126,False,False
frequent_break,mappo,global_dijkstra,mean_queue_packets,50,0.08192704432861782,-0.07734375,0.032459821127664816,0.016494742823611505,0.05,0.8,2.8573925447972215e-08,False,False
frequent_break,mappo,global_dijkstra,routing_switches,50,13.936727465548705,-11.23,5.521786906191401,0.09145059467027825,0.05,0.8,5.836128457714753e-06,False,False
frequent_break,mappo,ospf_ecmp,delivery_ratio,50,0.02203860773778922,0.002773437500000002,0.008731784124934227,0.02103516376395698,0.05,0.8,0.5115421911246472,True,True
frequent_break,mappo,ospf_ecmp,drop_rate,50,0.023637132983732097,0.014674479166666667,0.00936512619136146,0.04364330652284951,0.05,0.8,0.00023055915178516465,False,False
frequent_break,mappo,ospf_ecmp,throughput_packets_per_slot,50,0.1410470895218509,0.01774999999999993,0.05588341839957902,0.02103516376395697,0.05,0.8,0.5243499708284415,True,True
frequent_break,mappo,ospf_ecmp,average_delay_slots,50,0.6684612468155132,-0.012661893488538052,0.26484700723943994,0.034382836931549046,0.05,0.8,0.9923668279164506,True,True
frequent_break,mappo,ospf_ecmp,p95_delay_slots,50,1.9792144914558343,-0.9486250000000017,0.7841726610842368,0.04613865974842533,0.05,0.8,0.0009871220775430345,False,False
frequent_break,mappo,ospf_ecmp,mean_queue_packets,50,0.08258476030609002,-0.07709375,0.0327204108164118,0.016629276337838988,0.05,0.8,3.623269506647375e-08,False,False
frequent_break,mappo,ospf_ecmp,routing_switches,50,13.89925577951891,-11.51,5.506940475005622,0.09078372032650217,0.05,0.8,3.5097843183056954e-06,False,False
